f1,ref,pred
1.0,汇率_NN/在_P/上海_NR/生成_VV/。_PU ,汇率_NN/在_P/上海_NR/生成_VV/。_PU 
1.0,"嗯嗯嗯_IJ/,_PU/那_AD/这_DT/方面_NN/的话_SP/,_PU/我们_PN/也_AD/来_VV/看看_VV/韩_NR/市长_NN/怎么_AD/说_VV/?_PU ","嗯嗯嗯_IJ/,_PU/那_AD/这_DT/方面_NN/的话_SP/,_PU/我们_PN/也_AD/来_VV/看看_VV/韩_NR/市长_NN/怎么_AD/说_VV/?_PU "
1.0,"我_PN/觉得_VV/国际_NN/经济_NN/金融_NN/贸易_NN/和_CC/航运_NN/中心_NN/,_PU/那么_AD/首先_AD/说_VV/是_VC/它_PN/是_VC/个_M/经济_NN/中心_NN/。_PU ","我_PN/觉得_VV/国际_NN/经济_NN/金融_NN/贸易_NN/和_CC/航运_NN/中心_NN/,_PU/那么_AD/首先_AD/说_VV/是_VC/它_PN/是_VC/个_M/经济_NN/中心_NN/。_PU "
0.9,经济_NN/中心_NN/它_PN/是_VC/一_CD/个_M/系统_NN/的_DEG/概念_NN/。_PU ,经济_NN/中心_NN/它_PN/是_VC/一_CD/个_M/系统_JJ/的_DEG/概念_NN/。_PU 
0.9375,"它_PN/是_VC/个_M/系统_NN/,_PU/呃_IJ/金融_NN/中心_NN/,_PU/金融_NN/金融_NN/大家_NN/知道_VV/现在_NT/是_VC/现代_JJ/经济_NN/的_DEG/核心_NN/。_PU ","它_PN/是_VC/个_M/系统_NN/,_PU/呃_IJ/金融_NN/中心_NN/,_PU/金融_NN/金融_NN/大家_PN/知道_VV/现在_NT/是_VC/现代_JJ/经济_NN/的_DEG/核心_NN/。_PU "
1.0,我_PN/觉得_VV/航运_NN/中心_NN/和_CC/贸易_NN/中心_NN/是_VC/密不可分_VV/的_SP/。_PU ,我_PN/觉得_VV/航运_NN/中心_NN/和_CC/贸易_NN/中心_NN/是_VC/密不可分_VV/的_SP/。_PU 
0.9,"只要_CS/航运_NN/中心_NN/建_VV/好_VA/了_AS/,_PU/它_PN/就_AD/是_VC/实际上_AD/是_VC/贸易_NN/中心_NN/的_DEG/最_AD/重要_JJ/的_DEG/一_CD/个_M/基础_NN/就_AD/有_VE/了_SP/。_PU ","只要_CS/航运_NN/中心_NN/建好_VV/了_AS/,_PU/它_PN/就_AD/是_VC/实际上_AD/是_VC/贸易_NN/中心_NN/的_DEG/最_AD/重要_JJ/的_DEG/一_CD/个_M/基础_NN/就_AD/有_VE/了_AS/。_PU "
1.0,"金融_NN/中心_NN/是_VC/一_CD/个_M/国家_NN/,_PU/我_PN/觉得_VV/是_VC/一_CD/个_M/综合_JJ/竞争力_NN/的_DEG/一_CD/个_M/充分_JJ/的_DEG/体现_NN/。_PU ","金融_NN/中心_NN/是_VC/一_CD/个_M/国家_NN/,_PU/我_PN/觉得_VV/是_VC/一_CD/个_M/综合_JJ/竞争力_NN/的_DEG/一_CD/个_M/充分_JJ/的_DEG/体现_NN/。_PU "
0.8771929824561403,"所以_AD/我_PN/觉得_VV/金融_NN/中心_NN/,_PU/呃_IJ/它_PN/是_VC/根据_P/国际_NN/的_DEG/经验_NN/和_CC/中国_NR/的_DEG/改革_NN/开放_NN/的_DEG/实践_NN/,_PU/它_PN/的_DEG/实践_NN/的_DEG/证明_NN/就_AD/是_VC/经济_NN/市场化_NN/程度_NN/越_AD/高_VA/,_PU/跨_VV/区域_NN/的_DEC/经济_NN/活动_NN/越_AD/多_VA/。_PU ","所以_AD/我_PN/觉得_VV/金融_NN/中心_NN/,_PU/呃_IJ/它_PN/是_VC/根据_P/国际_NN/的_DEG/经验_NN/和_CC/中国_NR/的_DEG/改革_NN/开放_NN/的_DEG/实践_NN/,_PU/它_PN/的_DEG/实践_NN/的_DEG/证明_NN/就_AD/是_VC/经济_NN/市场化_NN/程度_NN/越_AD/高_VA/,_PU/跨"
1.0,"那_PN/就_AD/是_VC/经济_NN/一体化_NN/整体化_NN/和_CC/经济_NN/规模_NN/,_PU/它_PN/的_DEG/特点_NN/啊_SP/就_AD/是_VC/越来越_AD/体现_VV/出_VV/。_PU ","那_PN/就_AD/是_VC/经济_NN/一体化_NN/整体化_NN/和_CC/经济_NN/规模_NN/,_PU/它_PN/的_DEG/特点_NN/啊_SP/就_AD/是_VC/越来越_AD/体现_VV/出_VV/。_PU "
0.9285714285714286,"这_DT/种_M/体现_NN/对_P/金融_NN/的_DEG/服务_NN/对_P/金融_NN/的_DEG/服务_NN/的_DEG/要求_NN/,_PU/也_AD/就_AD/越来越_AD/高_VA/。_PU ","这_DT/种_M/体现_VV/对_P/金融_NN/的_DEG/服务_NN/对_P/金融_NN/的_DEG/服务_NN/的_DEG/要求_NN/,_PU/也_AD/就_AD/越来越_AD/高_VA/。_PU "
0.9285714285714286,我_PN/觉得_VV/金融_NN/中心_NN/它_PN/就_AD/像_VV/一_CD/个_M/有_VE/一_CD/个_M/裙带_NN/的_DEC/效应_NN/。_PU ,我_PN/觉得_VV/金融_NN/中心_NN/它_PN/就_AD/像_VV/一_CD/个_M/有_VE/一_CD/个_M/裙带_NN/的_DEG/效应_NN/。_PU 
0.8,"金融_NN/的_DEG/机构_NN/,_PU/金融_NN/的_DEG/人才_NN/,_PU/金融_NN/的_DEG/服务_NN/等等_ETC/,_PU/围绕_VV/金融_NN/中心_NN/高度_NN/的_DEV/集聚_VV/。_PU ","金融_NN/的_DEG/机构_NN/,_PU/金融_NN/的_DEG/人才_NN/,_PU/金融_NN/的_DEG/服务_NN/等等_ETC/,_PU/围绕_VV/金融_NN/中心_NN/高度_JJ/的_DEG/集聚_NN/。_PU "
1.0,"而_AD/这_DT/种_M/集聚_NN/它_PN/可以_VV/释放_VV/出_VV/它_PN/的_DEG/能量_NN/,_PU/它_PN/的_DEG/辐射_NN/效应_NN/。_PU ","而_AD/这_DT/种_M/集聚_NN/它_PN/可以_VV/释放_VV/出_VV/它_PN/的_DEG/能量_NN/,_PU/它_PN/的_DEG/辐射_NN/效应_NN/。_PU "
1.0,"它_PN/这_DT/种_M/辐射_NN/效应_NN/,_PU/它_PN/就_AD/是_VC/充分_AD/体现_VV/了_AS/现代_JJ/经济_NN/的_DEG/这_DT/核心_NN/的_DEG/作用_NN/,_PU ","它_PN/这_DT/种_M/辐射_NN/效应_NN/,_PU/它_PN/就_AD/是_VC/充分_AD/体现_VV/了_AS/现代_JJ/经济_NN/的_DEG/这_DT/核心_NN/的_DEG/作用_NN/,_PU "
0.962962962962963,"它_PN/可以_VV/大_JJ/范围_NN/的_DEV/服务_VV/于_P/中国_NR/的_DEG/市场_NN/,_PU/服务_VV/于_P/国际_NN/的_DEG/市场_NN/,_PU ","它_PN/可以_VV/大_JJ/范围_NN/的_DEV/服务_VV/于_P/中国_NR/的_DEG/市场_NN/,_PU/服务于_VV/国际_NN/的_DEG/市场_NN/,_PU "
1.0,"所以_AD/我_PN/觉得_VV/,_PU/金融_NN/中心_NN/的_DEG/建设_NN/,_PU/它_PN/应当_VV/超越_VV/一_CD/个_M/城市_NN/一_CD/个_M/区域_NN/的_DEG/利益_NN/。_PU ","所以_AD/我_PN/觉得_VV/,_PU/金融_NN/中心_NN/的_DEG/建设_NN/,_PU/它_PN/应当_VV/超越_VV/一_CD/个_M/城市_NN/一_CD/个_M/区域_NN/的_DEG/利益_NN/。_PU "
1.0,"它_PN/完全_AD/是_VC/体现_VV/国家_NN/的_DEG/利益_NN/,_PU/国家_NN/的_DEG/竞争力_NN/。_PU ","它_PN/完全_AD/是_VC/体现_VV/国家_NN/的_DEG/利益_NN/,_PU/国家_NN/的_DEG/竞争力_NN/。_PU "
1.0,"一_CD/个_M/国家_NN/它_PN/必须_VV/要_VV/有_VE/一_CD/个_M/区域_NN/的_DEG/这样_JJ/一_CD/个_M/金融_NN/中心_NN/,_PU/它_PN/体现_VV/它_PN/的_DEG/水平_NN/体现_VV/它_PN/的_DEG/国际_NN/竞争力_NN/。_PU ","一_CD/个_M/国家_NN/它_PN/必须_VV/要_VV/有_VE/一_CD/个_M/区域_NN/的_DEG/这样_JJ/一_CD/个_M/金融_NN/中心_NN/,_PU/它_PN/体现_VV/它_PN/的_DEG/水平_NN/体现_VV/它_PN/的_DEG/国际_NN/竞争力_NN/。_PU "
0.8059701492537312,"我们_PN/上海_NR/啊_SP/就_AD/是_VC/围绕_VV/国家_NN/的_DEG/这个_DT/战略_NN/,_PU/呃_IJ/,_PU/服务_VV/于_P/配合_VV/于_P/央行_NN/和_CC/中央_NN/各_DT/个_M/监管_NN/部门_NN/,_PU/创造_VV/良好_JJ/的_DEG/环境_NN/。_PU/为_P/上海_NR/国际_NN/金融_NN/中心_NN/的_DEG/建设_NN/付出_VV/我们_PN/应有_VV/的_DEC/努力_NN/。_PU ","我们_PN/上海_NR/啊_SP/就_AD/是_VC/围绕_VV/国家_NN/的_DEG/这个_DT/战略_NN/,_PU/呃_IJ/,_PU/服务于_VV/配合于_VV/央行_NN/和_CC/中央_NN/各_DT/个_M/监管_NN/部门_NN/,_PU/创造_VV/良好_VA/的_DEC/环境_NN/。_PU/为_P/上海_NR/国际_NN/金融_NN/中心_NN/的_DEG/"
0.9714285714285714,"呃_IJ/,_PU/金融_NN/中心_NN/在_VV/上海_NR/大家_PN/现在_NT/已经_AD/觉得_VV/非常_AD/理所当然_VV/的_SP/,_PU/应该_VV/就_AD/在_VV/这儿_PN/。_PU ","呃_IJ/,_PU/金融_NN/中心_NN/在_P/上海_NR/大家_PN/现在_NT/已经_AD/觉得_VV/非常_AD/理所当然_VV/的_SP/,_PU/应该_VV/就_AD/在_VV/这儿_PN/。_PU "
1.0,"而且_AD/我_PN/这边_PN/也_AD/有_VE/个_M/数据_NN/,_PU/就_AD/是_VC/银行_NN/吧_SP/,_PU/这个_DT/人民_NN/银行_NN/也好_AD/,_PU/什么_DT/银行_NN/也好_AD/。_PU/在_P/每_DT/个_M/地方_NN/都_AD/有_VE/吧_SP/,_PU/对_VA/吧_SP/,_PU ","而且_AD/我_PN/这边_PN/也_AD/有_VE/个_M/数据_NN/,_PU/就_AD/是_VC/银行_NN/吧_SP/,_PU/这个_DT/人民_NN/银行_NN/也好_AD/,_PU/什么_DT/银行_NN/也好_AD/。_PU/在_P/每_DT/个_M/地方_NN/都_AD/有_VE/吧_SP/,_PU/对_VA/吧_SP/,_PU "
1.0,但是_AD/它_PN/四分之一_CD/的_DEG/业务_NN/是_VC/在_VV/上海_NR/。_PU ,但是_AD/它_PN/四分之一_CD/的_DEG/业务_NN/是_VC/在_VV/上海_NR/。_PU 
1.0,然后_AD/它_PN/的_DEG/五分之一_CD/的_DEG/利润_NN/也_AD/是_VC/在_VV/上海_NR/。_PU ,然后_AD/它_PN/的_DEG/五分之一_CD/的_DEG/利润_NN/也_AD/是_VC/在_VV/上海_NR/。_PU 
0.875,那_AD/这个_DT/比例_NN/是_VC/多_AD/大_VA/的_DEG/。_PU ,那_AD/这个_DT/比例_NN/是_VC/多_AD/大_VA/的_SP/。_PU 
1.0,"那_AD/在_P/这_DT/方面_NN/的话_SP/,_PU/我们_PN/也_AD/知道_VV/世界_NN/很多_CD/很多_CD/的_DEG/这些_DT/不同_JJ/的_DEG/国家_NN/也_AD/关心_VV/到_VV/上海_NR/,_PU ","那_AD/在_P/这_DT/方面_NN/的话_SP/,_PU/我们_PN/也_AD/知道_VV/世界_NN/很多_CD/很多_CD/的_DEG/这些_DT/不同_JJ/的_DEG/国家_NN/也_AD/关心_VV/到_VV/上海_NR/,_PU "
1.0,"也_AD/是_VC/中国_NR/呢_SP/,_PU/呃_IJ/金融_NN/改革_NN/制度_NN/这_DT/一_CD/方面_NN/的_DEG/一_CD/个_M/进展_NN/。_PU ","也_AD/是_VC/中国_NR/呢_SP/,_PU/呃_IJ/金融_NN/改革_NN/制度_NN/这_DT/一_CD/方面_NN/的_DEG/一_CD/个_M/进展_NN/。_PU "
0.6956521739130435,"那_AD/这_DT/一_CD/方面_NN/能_VV/不_AD/能_VV/哪位_PN/跟_P/我们_PN/谈一谈_VV/,_PU ","那_DT/这_DT/一_CD/方面_NN/能_VV/不_AD/能_VV/哪_DT/位_M/跟_P/我们_PN/谈_VV/一_CD/谈_VV/,_PU "
1.0,"中国_NR/在_P/这_DT/方面_NN/呢_SP/,_PU/做_VV/了_AS/哪些_DT/事情_NN/。_PU ","中国_NR/在_P/这_DT/方面_NN/呢_SP/,_PU/做_VV/了_AS/哪些_DT/事情_NN/。_PU "
0.9500000000000001,"应该_VV/说_VV/呢_SP/,_PU/这个_DT/现代_NN/这个_DT/国际_NN/竞争_NN/啊_SP/,_PU/我们_PN/从_P/传统_JJ/意义_NN/上_LC/来讲_LC/是_VC/工业_NN/的_DEG/竞争_NN/这个_DT/产品_NN/的_DEG/竞争_NN/。_PU ","应该_VV/说_VV/呢_SP/,_PU/这个_DT/现代_JJ/这个_DT/国际_NN/竞争_NN/啊_SP/,_PU/我们_PN/从_P/传统_JJ/意义_NN/上_LC/来讲_LC/是_VC/工业_NN/的_DEG/竞争_NN/这个_DT/产品_NN/的_DEG/竞争_NN/。_PU "
0.9230769230769231,"但是_AD/现代_JJ/意义_NN/上_LC/呢_SP/,_PU/更_AD/多_CD/是_VC/体制_NN/的_DEG/竞争_NN/。_PU ","但是_AD/现代_JJ/意义_NN/上_LC/呢_SP/,_PU/更_AD/多_AD/是_VC/体制_NN/的_DEG/竞争_NN/。_PU "
0.8095238095238095,"那么_AD/你_PN/这个_DT/国家_NN/你_PN/有_VE/没_AD/有_VE/一_CD/个_M/高效_JJ/的_DEG/完善_JJ/的_DEG/市场_NN/经济_NN/体制_NN/,_PU/那么_AD/你_PN/这个_DT/国家_NN/就_AD/会_VV/有_VE/比较_AD/强_JJ/的_DEG/竞争力_NN/。_PU ","那么_AD/你_PN/这个_DT/国家_NN/你_PN/有_VE/没_AD/有_VE/一_CD/个_M/高效_VA/的_DEC/完善_VA/的_DEC/市场_NN/经济_NN/体制_NN/,_PU/那么_AD/你_PN/这个_DT/国家_NN/就_AD/会_VV/有_VE/比较_AD/强_VA/的_DEC/竞争力_NN/。_PU "
0.8125,那么_AD/高效_JJ/的_DEG/完善_JJ/的_DEG/这_DT/种_M/市场_NN/经济_NN/体制_NN/呢_SP/它_PN/的_DEG/核心_NN/是_VC/金融_NN/。_PU ,那么_AD/高效_VA/的_DEV/完善_VA/的_DEC/这_DT/种_M/市场_NN/经济_NN/体制_NN/呢_SP/它_PN/的_DEG/核心_NN/是_VC/金融_NN/。_PU 
0.8461538461538461,"因为_P/金融_NN/呢_SP/,_PU/它_PN/是_VC/起到_VV/这个_DT/调配_VV/资源_NN/的_DEC/这个_DT/作用_NN/。_PU ","因为_P/金融_NN/呢_SP/,_PU/它_PN/是_VC/起到_VV/这个_DT/调配_NN/资源_NN/的_DEG/这个_DT/作用_NN/。_PU "
1.0,同时_AD/我们_PN/现在_NT/也_AD/经常_AD/讲_VV/一_CD/个_M/概念_NN/叫_VV/虚拟_JJ/经济_NN/。_PU ,同时_AD/我们_PN/现在_NT/也_AD/经常_AD/讲_VV/一_CD/个_M/概念_NN/叫_VV/虚拟_JJ/经济_NN/。_PU 
1.0,"那么_AD/金融_NN/发展_VV/了_AS/以后_LC/,_PU/它_PN/又_AD/形成_VV/了_AS/一_CD/种_M/虚拟_JJ/经济_NN/,_PU ","那么_AD/金融_NN/发展_VV/了_AS/以后_LC/,_PU/它_PN/又_AD/形成_VV/了_AS/一_CD/种_M/虚拟_JJ/经济_NN/,_PU "
1.0,"这个_PN/呢_SP/,_PU/都_AD/是_VC/一_CD/个_M/国家_NN/综合_JJ/竞争力_NN/的_DEG/一_CD/个_M/表现_NN/的_DEG/方面_NN/之一_NN/。_PU ","这个_PN/呢_SP/,_PU/都_AD/是_VC/一_CD/个_M/国家_NN/综合_JJ/竞争力_NN/的_DEG/一_CD/个_M/表现_NN/的_DEG/方面_NN/之一_NN/。_PU "
1.0,"那么_AD/所以_AD/我们_PN/现在_NT/中国_NR/在_AD/随着_P/国力_NN/强大_VA/以后_LC/参与_VV/国际_NN/竞争_NN/,_PU ","那么_AD/所以_AD/我们_PN/现在_NT/中国_NR/在_AD/随着_P/国力_NN/强大_VA/以后_LC/参与_VV/国际_NN/竞争_NN/,_PU "
0.912280701754386,"那么_AD/我们_PN/如果_CS/没有_AD/在_P/机制_NN/,_PU/体制_NN/上_LC/能够_VV/有_VE/一_CD/个_M/比较_AD/完善_VA/的_DEC/这个_DT/,_PU/呃_IJ/,_PU/有_VE/竞争力_NN/这样_JJ/一_CD/种_M/体制_NN/,_PU/那么_AD/参与_VV/国际_NN/竞争_NN/是_VC/不_AD/可能_VV/的_SP/。_PU ","那么_AD/我们_PN/如果_CS/没有_AD/在_P/机制_NN/,_PU/体制_NN/上_LC/能够_VV/有_VE/一_CD/个_M/比较_AD/完善_VA/的_DEC/这个_PN/,_PU/呃_IJ/,_PU/有_VE/竞争力_NN/这样_JJ/一_CD/种_M/体制_NN/,_PU/那么_AD/参与_VV/国际_NN/竞争_NN/是_VC/不_AD/可能_VV/的_"
0.8181818181818182,"所以_AD/从_P/这个_DT/意义_NN/上_LC/来讲_LC/呢_SP/,_PU/就_AD/是_VC/我们_PN/上海_NR/发展_VV/金融_NN/中心_NN/,_PU/并不_AD/是_VC/上海_NR/这_DT/一_CD/个_M/城市_NN/自身_PN/的_DEG/发展_NN/。_PU/而_AD/是_VC/代表_VV/整个_DT/国家_NN/参与_VV/全球_NN/竞争_NN/的_DEC/一_CD/个_M/重要_JJ/的_DEG/环节_NN/。_PU ","所以_AD/从_P/这个_DT/意义_NN/上_LC/来讲_LC/呢_SP/,_PU/就_AD/是_VC/我们_PN/上海_NR/发展_VV/金融_NN/中心_NN/,_PU/并_AD/不_AD/是_VC/上海_NR/这_DT/一_CD/个_M/城市_NN/自身_PN/的_DEG/发展_NN/。_PU/而_CC/是_VC/代表_VV/整个_DT/国家_NN/参与_VV/全球"
1.0,"就是说_AD/我们_PN/世界_NN/的_DEG/这个_PN/现在_NT/已经_AD/形成_VV/了_AS/几_CD/大_JJ/金融_NN/中心_NN/啊_SP/,_PU/都_AD/已经_AD/有_VE/相当_JJ/的_DEG/历史_NN/了_SP/。_PU ","就是说_AD/我们_PN/世界_NN/的_DEG/这个_PN/现在_NT/已经_AD/形成_VV/了_AS/几_CD/大_JJ/金融_NN/中心_NN/啊_SP/,_PU/都_AD/已经_AD/有_VE/相当_JJ/的_DEG/历史_NN/了_SP/。_PU "
1.0,但是_AD/我们_PN/知道_VV/现在_NT/的_DEG/整个_DT/的_DEG/这个_DT/世界_NN/的_DEG/正在_AD/向_P/这个_DT/电子_NN/时代_NN/转变_VV/。_PU ,但是_AD/我们_PN/知道_VV/现在_NT/的_DEG/整个_DT/的_DEG/这个_DT/世界_NN/的_DEG/正在_AD/向_P/这个_DT/电子_NN/时代_NN/转变_VV/。_PU 
0.8333333333333334,那么_AD/电子_NN/时代_NN/转变_VV/中间_NN/最_AD/主要_AD/这个_DT/金融_NN/的_DEG/这个_DT/运作_NN/操作_NN/平台_NN/肯定_VV/都_AD/要_VV/电子_NN/电子化_VV/。_PU ,那么_AD/电子_NN/时代_NN/转变_NN/中间_NN/最_AD/主要_JJ/这个_DT/金融_NN/的_DEG/这个_DT/运作_NN/操作_NN/平台_NN/肯定_AD/都_AD/要_VV/电子_NN/电子化_VV/。_PU 
1.0,"可是_AD/的话_SP/呢_SP/,_PU/这个_DT/电子化_NN/的_DEG/改造_NN/有_VE/很多_CD/硬件_NN/和_CC/技术_NN/方面_NN/的_DEG/东西_NN/啊_SP/,_PU ","可是_AD/的话_SP/呢_SP/,_PU/这个_DT/电子化_NN/的_DEG/改造_NN/有_VE/很多_CD/硬件_NN/和_CC/技术_NN/方面_NN/的_DEG/东西_NN/啊_SP/,_PU "
1.0,"在_P/很多_CD/的_DEG/那个_DT/老_JJ/金融区_NN/的_DEG/那个_DT/高档_JJ/的_DEG/写字_NN/那些_DT/写字楼_NN/里头_NN/啊_SP/,_PU/它_PN/要_VV/实现_VV/起来_VV/的话_SP/这个_PN/非常_AD/困难_VA/。_PU ","在_P/很多_CD/的_DEG/那个_DT/老_JJ/金融区_NN/的_DEG/那个_DT/高档_JJ/的_DEG/写字_NN/那些_DT/写字楼_NN/里头_NN/啊_SP/,_PU/它_PN/要_VV/实现_VV/起来_VV/的话_SP/这个_PN/非常_AD/困难_VA/。_PU "
1.0,对_VA/。_PU ,对_VA/。_PU 
0.6666666666666666,"因此_AD/呢_SP/,_PU/我们_PN/这里_PN/所以_AD/有_VE/人_NN/就_AD/一些_CD/专家_NN/也_AD/向_P/上海_NR/市政府_NN/建议_VV/啊_SP/,_PU/就_AD/是_VC/利用_VV/这样_JJ/一_CD/个_M/后发制人_VV/的_DEC/这样_JJ/一_CD/个_M/机遇_NN/。_PU/把_BA/这个_DT/陆家嘴_NR/金融_NN/中心_NN/要_VV/打造_VV/成_VV/这个_DT/叫做_VV/<_PU/English_NR/>_PU/ECBD_NR/<_PU//_PU/English_NR/>_","因此_AD/呢_SP/,_PU/我们_PN/这里_PN/所以_AD/有_VE/人_NN/就_AD/一些_CD/专家_NN/也_AD/向_P/上海市_NR/政府_NN/建议_VV/啊_SP/,_PU/就是_AD/利用_VV/这样_JJ/一_CD/个_M/后发制人_NN/的_DEG/这样_JJ/一_CD/个_M/机遇_NN/。_PU/把_BA/这个_DT/陆家嘴_NR/金融"
1.0,对_VA/。_PU ,对_VA/。_PU 
1.0,电子_NN/中央_NN/商务区_NN/。_PU ,电子_NN/中央_NN/商务区_NN/。_PU 
0.8571428571428572,"啊_IJ/,_PU/就_AD/是_VC/因为_P/我们_PN/现在_NT/还_AD/刚刚_AD/起来_VV/,_PU ","啊_IJ/,_PU/就是_AD/因为_P/我们_PN/现在_NT/还_AD/刚刚_AD/起来_VV/,_PU "
1.0,"我们_PN/很多_CD/楼_NN/都_AD/还_AD/没_AD/起_VV/呢_SP/,_PU ","我们_PN/很多_CD/楼_NN/都_AD/还_AD/没_AD/起_VV/呢_SP/,_PU "
0.7894736842105262,"那_AD/以后_AD/在_P/这些_DT/楼_NN/起_VV/的_DEC/过程_NN/中间_NN/,_PU/从_P/它_PN/最_AD/基础_JJ/的_DEG/这些_DT/这个_DT/技术_NN/手段_NN/开始_VV/。_PU ","那_AD/以后_NT/在_P/这些_DT/楼起_NN/的_DEG/过程_NN/中间_LC/,_PU/从_P/它_PN/最_AD/基础_JJ/的_DEG/这些_DT/这个_DT/技术_NN/手段_NN/开始_VV/。_PU "
1.0,"就_AD/使_VV/它_PN/马上_AD/建成_VV/的_DEC/时候_NN/,_PU/至少_AD/是_VC/在_VV/一_CD/个_M/技术_NN/平台_NN/上头_NN/,_PU/是_VC/居于_VV/世界_NN/上_LC/的_DEG/所有_DT/的_DEG/金融_NN/中心_NN/。_PU ","就_AD/使_VV/它_PN/马上_AD/建成_VV/的_DEC/时候_NN/,_PU/至少_AD/是_VC/在_VV/一_CD/个_M/技术_NN/平台_NN/上头_NN/,_PU/是_VC/居于_VV/世界_NN/上_LC/的_DEC/所有_DT/的_DEG/金融_NN/中心_NN/。_PU "
0.3333333333333333,高人一等_VV/。_PU ,高人_NN/一_CD/等_M/。_PU 
0.3333333333333333,高人一等_VV/。_PU ,高人_NN/一_CD/等_M/。_PU 
1.0,对_VA/。_PU ,对_VA/。_PU 
1.0,目前_NT/在_P/上海_NR/一共_AD/有_VE/三百多_CD/家_M/外资_NN/金融_NN/机构_NN/。_PU ,目前_NT/在_P/上海_NR/一共_AD/有_VE/三百多_CD/家_M/外资_NN/金融_NN/机构_NN/。_PU 
1.0,"整个_DT/这个_DT/外资_NN/金融_NN/机构_NN/的_DEG/资产_NN/,_PU/是_VC/占_VV/全_DT/国_NN/进入_VV/的_DEC/外资_NN/金融_NN/机构_NN/的_DEG/百分之五十_CD/以上_LC/。_PU ","整个_DT/这个_DT/外资_NN/金融_NN/机构_NN/的_DEG/资产_NN/,_PU/是_VC/占_VV/全_DT/国_NN/进入_VV/的_DEC/外资_NN/金融_NN/机构_NN/的_DEG/百分之五十_CD/以上_LC/。_PU "
1.0,"是_VC/外资_NN/进入_VV/中国_NR/的_DEC/一_CD/个_M/桥头堡_NN/,_PU/一_CD/个_M/登陆地_NN/。_PU ","是_VC/外资_NN/进入_VV/中国_NR/的_DEC/一_CD/个_M/桥头堡_NN/,_PU/一_CD/个_M/登陆地_NN/。_PU "
0.9795918367346939,"中央_NN/之所以_AD/把_BA/金融_NN/中心_NN/要_VV/建_VV/在_VV/上海_NR/,_PU/各_DT/种_M/这个_DT/试验_NN/在_P/上海_NR/先行_VV/,_PU/也_AD/就_AD/是_VC/因为_P/上海_NR/的_DEG/法制_NN/比较_AD/健全_VA/。_PU ","中央_NN/之所以_AD/把_BA/金融_NN/中心_NN/要_VV/建_VV/在_P/上海_NR/,_PU/各_DT/种_M/这个_DT/试验_NN/在_P/上海_NR/先行_VV/,_PU/也_AD/就_AD/是_VC/因为_P/上海_NR/的_DEG/法制_NN/比较_AD/健全_VA/。_PU "
0.9444444444444444,"法规_NN/相对来说_AD/比较_AD/完善_VA/,_PU/金融_NN/秩序_NN/在_P/全_DT/国_NN/来说_LC/应该_VV/说_VV/是_VC/最_AD/好_VA/的_SP/。_PU ","法规_NN/相对来说_AD/比较_AD/完善_VA/,_PU/金融_NN/秩序_NN/在_P/全_DT/国_NN/来说_LC/应该_VV/说_VV/是_VC/最_AD/好_VA/的_DEC/。_PU "
1.0,我_PN/会_VV/给_VV/你_PN/一_CD/个_M/最_AD/简单_JJ/的_DEG/数据_NN/。_PU ,我_PN/会_VV/给_VV/你_PN/一_CD/个_M/最_AD/简单_JJ/的_DEG/数据_NN/。_PU 
1.0,"从_P/全_DT/国_NN/来说_LC/,_PU/这个_DT/不良_JJ/贷款_NN/的_DEG/这个_DT/比率_NN/啊_SP/,_PU/从_P/百分之二十_CD/虽然_CS/现在_NT/已经_AD/降到_VV/百分之十五_CD/以下_LC/。_PU ","从_P/全_DT/国_NN/来说_LC/,_PU/这个_DT/不良_JJ/贷款_NN/的_DEG/这个_DT/比率_NN/啊_SP/,_PU/从_P/百分之二十_CD/虽然_CS/现在_NT/已经_AD/降到_VV/百分之十五_CD/以下_LC/。_PU "
1.0,但是_AD/你_PN/知道_VV/上海_NR/这个_DT/平均_JJ/的_DEG/这个_DT/中资_NN/金融_NN/机构_NN/的_DEG/不良_JJ/贷款_NN/比率_NN/只_AD/有_VE/多少_CD/?_PU ,但是_AD/你_PN/知道_VV/上海_NR/这个_DT/平均_JJ/的_DEG/这个_DT/中资_NN/金融_NN/机构_NN/的_DEG/不良_JJ/贷款_NN/比率_NN/只_AD/有_VE/多少_CD/?_PU 
0.7999999999999999,"只_AD/有_VE/百分之三点九六_CD/,_PU/不_AD/到_VV/百分之四_CD/。_PU ","只_AD/有_VE/百分之三点九六_CD/,_PU/不到_AD/百分之四_CD/。_PU "
1.0,"这_PN/就_AD/说明_VV/什么_PN/呢_SP/,_PU ","这_PN/就_AD/说明_VV/什么_PN/呢_SP/,_PU "
1.0,"上海_NR/在_P/这个_DT/金融_NN/安全区_NN/的_DEG/建设_NN/上_LC/啊_SP/,_PU/它_PN/是_VC/做_VV/得_DER/比较_AD/有_VE/成效_NN/的_SP/。_PU ","上海_NR/在_P/这个_DT/金融_NN/安全区_NN/的_DEG/建设_NN/上_LC/啊_SP/,_PU/它_PN/是_VC/做_VV/得_DER/比较_AD/有_VE/成效_NN/的_SP/。_PU "
